signal_date,entry_date,exit_date,direction,entry_price,stop_loss,target,exit_price,raw_exit_price,exit_reason,holding_days,gross_pnl_pct,transaction_cost_pct,net_pnl_pct,pnl_pct,symbol,exchange,company_name
2024-11-12,2024-11-13,2024-11-13,SHORT,199.9,204.89749999999998,189.905,189.99995249999998,189.905,TARGET,1,4.952500000000014,0.15,4.8025000000000135,4.8025000000000135,INOXWIND.NS,NSE,Inox Wind Limited
2024-11-12,2024-11-13,2024-11-13,LONG,751.1753877868651,732.3960030921935,788.7341571762084,732.0298050906474,732.3960030921935,STOP_LOSS,1,-2.5487500000000005,0.15,-2.6987500000000004,-2.6987500000000004,JSWENERGY.BO,BSE,JSW Energy
2024-11-13,2024-11-14,2024-11-14,SHORT,76.9615,78.8855375,73.11342499999999,78.92498026874999,78.8855375,STOP_LOSS,1,-2.5512499999999867,0.15,-2.7012499999999866,-2.7012499999999866,IDBI.NS,NSE,IDBI Bank Limited
2024-11-14,2024-11-18,2024-11-18,SHORT,656.6715,673.0882875,623.837925,673.4248316437499,673.0882875,STOP_LOSS,1,-2.551249999999985,0.15,-2.701249999999985,-2.701249999999985,KALYANKJIL.BO,BSE,Kalyan Jewellers
2024-11-14,2024-11-18,2024-11-18,SHORT,50.53472137260437,51.79808940691948,48.00798530397415,51.82398845162294,51.79808940691948,STOP_LOSS,1,-2.5512499999999916,0.15,-2.7012499999999915,-2.7012499999999915,MAHABANK.BO,BSE,Bank of Maharashtra
2024-11-14,2024-11-18,2024-11-18,SHORT,50.47475,51.73661875,47.9510125,51.762487059375,51.73661875,STOP_LOSS,1,-2.5512499999999947,0.15,-2.7012499999999946,-2.7012499999999946,MAHABANK.NS,NSE,Bank of Maharashtra
2024-11-13,2024-11-14,2024-11-21,SHORT,98.9505,101.4242625,94.002975,94.0499764875,94.002975,TARGET,4,4.9525000000000015,0.15,4.802500000000001,4.802500000000001,CANBK.NS,NSE,Canara Bank
2024-11-21,2024-11-22,2024-11-22,SHORT,97.05144847488404,99.47773468675614,92.19887605113983,99.52747355409952,99.47773468675614,STOP_LOSS,1,-2.551249999999996,0.15,-2.701249999999996,-2.701249999999996,PNB.NS,NSE,Punjab National Bank
2024-11-18,2024-11-19,2024-11-25,SHORT,193.60314694976807,198.44322562351226,183.92298960227967,198.542447236324,198.44322562351226,STOP_LOSS,4,-2.5512499999999805,0.15,-2.7012499999999804,-2.7012499999999804,CGCL.BO,BSE,Capri Global Capital
2024-11-22,2024-11-25,2024-11-26,LONG,33.93695816802978,33.088534213829035,35.63380607643127,35.615989173393054,35.63380607643127,TARGET,2,4.947499999999992,0.15,4.797499999999991,4.797499999999991,TFCILTD.BO,BSE,Tourism Finance Corporation of India
2024-11-22,2024-11-25,2024-11-27,LONG,157.72881889343262,153.7855984210968,165.61525983810427,165.53245220818522,165.61525983810427,TARGET,3,4.947500000000015,0.15,4.7975000000000145,4.7975000000000145,SAMMAANCAP.BO,BSE,Sammaan Capital
2024-11-26,2024-11-27,2024-11-28,SHORT,659.420125,675.9056281249999,626.4491187499999,676.2435809390623,675.9056281249999,STOP_LOSS,2,-2.551249999999976,0.15,-2.701249999999976,-2.701249999999976,JSWENERGY.BO,BSE,JSW Energy
2024-11-14,2024-11-18,2024-11-28,SHORT,76.78158969497682,78.70112943735123,72.94251021022797,78.7404800020699,78.70112943735123,STOP_LOSS,8,-2.5512499999999863,0.15,-2.701249999999986,-2.701249999999986,MOREPENLAB.NS,NSE,Morepen Laboratories Limited
2024-11-27,2024-11-28,2024-11-29,LONG,481.3905688934326,469.3558046710968,505.4600973381043,505.20736728943524,505.4600973381043,TARGET,2,4.947500000000013,0.15,4.797500000000013,4.797500000000013,ASTERDM.BO,BSE,Aster DM Quality Care
2024-12-03,2024-12-04,2024-12-04,LONG,289.04444389343263,281.8183327960968,303.4966660881043,281.67742362969875,281.8183327960968,STOP_LOSS,1,-2.5487500000000045,0.15,-2.6987500000000044,-2.6987500000000044,EPL.BO,BSE,EPL
2024-11-27,2024-11-28,2024-12-05,LONG,211.3055969467163,206.02295702304838,221.87087679405212,205.91994554453686,206.02295702304838,STOP_LOSS,6,-2.548750000000001,0.15,-2.698750000000001,-2.698750000000001,CGCL.BO,BSE,Capri Global Capital
2024-11-28,2024-11-29,2024-12-05,LONG,56.85841683197021,55.436956411170954,59.70133767356872,59.671487004731944,59.70133767356872,TARGET,5,4.947500000000013,0.15,4.797500000000013,4.797500000000013,MAHABANK.BO,BSE,Bank of Maharashtra
2024-11-25,2024-11-26,2024-12-10,LONG,35.41770152664184,34.532258988475796,37.188586602973935,34.51499285898156,34.532258988475796,STOP_LOSS,11,-2.5487500000000027,0.15,-2.6987500000000026,-2.6987500000000026,TFCILTD.NS,NSE,Tourism Finance Corporation of India Limited
2024-12-04,2024-12-05,2024-12-12,LONG,86.71333316802978,84.54549983882903,91.04899982643127,91.00347532651806,91.04899982643127,TARGET,6,4.947500000000008,0.15,4.797500000000007,4.797500000000007,MOREPENLAB.NS,NSE,Morepen Laboratories Limited
2024-12-03,2024-12-04,2024-12-13,LONG,79.00615050888061,77.03099674615859,82.95645803432464,76.99248124778552,77.03099674615859,STOP_LOSS,8,-2.5487499999999925,0.15,-2.6987499999999924,-2.6987499999999924,NMDC.BO,BSE,NMDC
2024-12-03,2024-12-04,2024-12-13,LONG,78.88942347335815,76.91718788652419,82.83389464702606,76.87872929258093,76.91718788652419,STOP_LOSS,8,-2.548750000000007,0.15,-2.698750000000007,-2.698750000000007,NMDC.NS,NSE,NMDC Limited
2024-12-12,2024-12-13,2024-12-13,SHORT,182.80854389953615,187.37875749702454,173.66811670455934,187.47244687577304,187.37875749702454,STOP_LOSS,1,-2.55124999999999,0.15,-2.7012499999999897,-2.7012499999999897,VIYASH.BO,BSE,Viyash Scientific
2024-12-03,2024-12-04,2024-12-16,LONG,79.04950713729858,77.07326945886611,83.00198249416351,82.96048150291644,83.00198249416351,TARGET,9,4.9475000000000176,0.15,4.797500000000017,4.797500000000017,LLOYDSENGG.BO,BSE,Lloyds Engineering Works
2024-12-17,2024-12-18,2024-12-20,SHORT,121.2993206100464,124.33180362529754,115.23435457954407,115.29197175683385,115.23435457954407,TARGET,3,4.952500000000001,0.15,4.8025,4.8025,HFCL.NS,NSE,HFCL Limited
2024-12-18,2024-12-19,2024-12-20,SHORT,185.00745610046388,189.63264250297547,175.75708329544068,189.72745882422694,189.63264250297547,STOP_LOSS,2,-2.5512499999999863,0.15,-2.701249999999986,-2.701249999999986,INOXWIND.NS,NSE,Inox Wind Limited
2024-12-20,2024-12-23,2024-12-23,SHORT,108.62066555023193,111.33618218898772,103.18963227272033,111.39185028008221,111.33618218898772,STOP_LOSS,1,-2.551249999999985,0.15,-2.701249999999985,-2.701249999999985,ASHOKLEY.NS,NSE,Ashok Leyland Limited
2024-12-20,2024-12-23,2024-12-24,SHORT,272.56366220092775,279.37775375595095,258.93547909088136,279.51744263282893,279.37775375595095,STOP_LOSS,2,-2.551250000000004,0.15,-2.701250000000004,-2.701250000000004,HINDCOPPER.BO,BSE,Hindustan Copper
2024-12-20,2024-12-23,2024-12-24,SHORT,271.5141688995362,278.30202312202454,257.93846045455933,278.44117413358555,278.30202312202454,STOP_LOSS,2,-2.551249999999985,0.15,-2.701249999999985,-2.701249999999985,HINDCOPPER.NS,NSE,Hindustan Copper Limited
2024-12-23,2024-12-24,2024-12-26,SHORT,33.55321469497681,34.39204506235123,31.87555396022797,34.4092410848824,34.39204506235123,STOP_LOSS,2,-2.5512499999999947,0.15,-2.7012499999999946,-2.7012499999999946,UJJIVANSFB.BO,BSE,Ujjivan Small Finance Bank
2024-12-23,2024-12-24,2024-12-26,SHORT,33.483250000000005,34.32033125,31.809087500000004,34.337491415625,34.32033125,STOP_LOSS,2,-2.5512499999999925,0.15,-2.7012499999999924,-2.7012499999999924,UJJIVANSFB.NS,NSE,Ujjivan Small Finance Bank Limited
2024-12-18,2024-12-19,2024-12-30,SHORT,186.65662500000002,191.323040625,177.32379375000002,177.412455646875,177.32379375000002,TARGET,7,4.952500000000009,0.15,4.802500000000008,4.802500000000008,INOXWIND.BO,BSE,Inox Wind
2024-12-24,2024-12-26,2024-12-30,SHORT,648.5755744018555,664.7899637619018,616.1467956817627,665.1223587437828,664.7899637619018,STOP_LOSS,3,-2.551249999999988,0.15,-2.701249999999988,-2.701249999999988,JSWENERGY.BO,BSE,JSW Energy
2024-12-18,2024-12-19,2024-12-30,SHORT,447.27625,458.45815624999994,424.9124375,458.68738532812495,458.45815624999994,STOP_LOSS,7,-2.551249999999987,0.15,-2.701249999999987,-2.701249999999987,LICI.NS,NSE,Life Insurance Corporation Of India
2024-12-19,2024-12-20,2024-12-30,SHORT,71.63083079147339,73.42160156126022,68.04928925189971,68.08331389652565,68.04928925189971,TARGET,6,4.95250000000002,0.15,4.80250000000002,4.80250000000002,NMDC.BO,BSE,NMDC
2024-12-19,2024-12-20,2024-12-30,SHORT,71.46425,73.25085625,67.89103750000001,67.92498301875001,67.89103750000001,TARGET,6,4.952499999999993,0.15,4.802499999999992,4.802499999999992,NMDC.NS,NSE,NMDC Limited
2024-11-25,2024-11-26,2024-12-31,LONG,905.4525,882.8161875,950.725125,882.37477940625,882.8161875,STOP_LOSS,25,-2.5487499999999974,0.15,-2.6987499999999973,-2.6987499999999973,HDFCBANK.NS,NSE,HDFC Bank Limited
2024-12-26,2024-12-27,2025-01-01,SHORT,77.56119847488404,79.50022843675613,73.68313855113983,79.53997855097451,79.50022843675613,STOP_LOSS,4,-2.5512499999999925,0.15,-2.7012499999999924,-2.7012499999999924,MOREPENLAB.NS,NSE,Morepen Laboratories Limited
2025-01-01,2025-01-02,2025-01-03,LONG,777.5385994262695,758.1001344406127,816.415529397583,757.7210843733924,758.1001344406127,STOP_LOSS,2,-2.5487500000000036,0.15,-2.6987500000000035,-2.6987500000000035,KALYANKJIL.BO,BSE,Kalyan Jewellers
2024-12-23,2024-12-24,2025-01-03,SHORT,457.1213311004639,468.54936437797545,434.2652645454407,468.78363906016443,468.54936437797545,STOP_LOSS,8,-2.551249999999984,0.15,-2.701249999999984,-2.701249999999984,PFC.BO,BSE,Power Finance Corporation
2024-12-19,2024-12-20,2025-01-06,SHORT,143.17837500000002,146.75783437500002,136.01945625000002,136.087465978125,136.01945625000002,TARGET,10,4.952500000000004,0.15,4.802500000000004,4.802500000000004,500470.BO,BSE,Tata Steel
2025-01-03,2025-01-06,2025-01-06,LONG,117.0585,114.1320375,122.911425,114.07497148125,114.1320375,STOP_LOSS,1,-2.5487499999999934,0.15,-2.6987499999999933,-2.6987499999999933,ASHOKLEY.NS,NSE,Ashok Leyland Limited
2024-12-18,2024-12-19,2025-01-06,SHORT,77.46125,79.39778125,73.5881875,73.62498159375,73.5881875,TARGET,12,4.952500000000017,0.15,4.802500000000017,4.802500000000017,IDBI.NS,NSE,IDBI Bank Limited
2025-01-03,2025-01-06,2025-01-06,LONG,85.52274335861206,83.38467477464675,89.79888052654267,83.34298243725944,83.38467477464675,STOP_LOSS,1,-2.548749999999999,0.15,-2.698749999999999,-2.698749999999999,LLOYDSENGG.BO,BSE,Lloyds Engineering Works
2024-12-19,2024-12-20,2025-01-06,SHORT,142.81855438995362,146.38901824970245,135.67762667045594,135.74546548379115,135.67762667045594,TARGET,11,4.95250000000001,0.15,4.80250000000001,4.80250000000001,TATASTEEL.NS,NSE,Tata Steel Limited
2024-12-20,2024-12-23,2025-01-08,SHORT,79.1404103050232,81.11892056264877,75.18338978977204,75.22098148466692,75.18338978977204,TARGET,12,4.9525,0.15,4.802499999999999,4.802499999999999,GMRAIRPORT.NS,NSE,GMR AIRPORTS LIMITED
2025-01-07,2025-01-08,2025-01-09,SHORT,442.7785,453.8479625,420.639575,454.07488648124996,453.8479625,STOP_LOSS,2,-2.55124999999999,0.15,-2.7012499999999897,-2.7012499999999897,ITC.NS,NSE,ITC Limited
2024-12-20,2024-12-23,2025-01-09,SHORT,308.79553720092775,316.5154256309509,293.3557603408814,293.5024382210518,293.3557603408814,TARGET,13,4.952499999999996,0.15,4.802499999999996,4.802499999999996,JIOFIN.BO,BSE,Jio Financial Services
2024-12-20,2024-12-23,2025-01-09,SHORT,308.6455877990723,316.3617274940491,293.21330840911867,293.35991506332323,293.21330840911867,TARGET,13,4.952500000000006,0.15,4.8025000000000055,4.8025000000000055,JIOFIN.NS,NSE,Jio Financial Services Limited
2024-12-20,2024-12-23,2025-01-10,SHORT,78.80057633972169,80.77059074821472,74.8605475227356,74.89797779649696,74.8605475227356,TARGET,14,4.952500000000013,0.15,4.802500000000013,4.802500000000013,GMRAIRPORT.BO,BSE,GMR Airports
2025-01-09,2025-01-10,2025-01-10,SHORT,662.16875,678.72296875,629.0603125,629.3748426562499,629.0603125,TARGET,1,4.952500000000016,0.15,4.802500000000015,4.802500000000015,KALYANKJIL.BO,BSE,Kalyan Jewellers
2025-01-02,2025-01-03,2025-01-13,LONG,739.3694999999999,720.8852624999998,776.3379749999999,720.5248198687499,720.8852624999998,STOP_LOSS,6,-2.5487500000000023,0.15,-2.698750000000002,-2.698750000000002,500034.BO,BSE,Bajaj Finance
2025-01-09,2025-01-10,2025-01-13,SHORT,107.1414021949768,109.81993724985122,101.78433208522796,101.83522425127057,101.78433208522796,TARGET,2,4.952500000000005,0.15,4.802500000000005,4.802500000000005,ASHOKLEY.NS,NSE,Ashok Leyland Limited
2025-01-10,2025-01-13,2025-01-14,SHORT,60.07994561004639,61.58194425029754,57.07594832954406,61.612735222422685,61.58194425029754,STOP_LOSS,2,-2.551249999999983,0.15,-2.701249999999983,-2.701249999999983,IDFCFIRSTB.BO,BSE,IDFC First Bank
2025-01-13,2025-01-14,2025-01-14,SHORT,140.02995610046386,143.53070500297545,133.02845829544066,143.60247035547692,143.53070500297545,STOP_LOSS,1,-2.5512499999999836,0.15,-2.7012499999999835,-2.7012499999999835,SAMMAANCAP.BO,BSE,Sammaan Capital
2025-01-13,2025-01-14,2025-01-14,SHORT,83.208375,85.288584375,79.04795625,85.33122866718749,85.288584375,STOP_LOSS,1,-2.551249999999982,0.15,-2.7012499999999817,-2.7012499999999817,SBFC.BO,BSE,SBFC Finance
2025-01-13,2025-01-14,2025-01-14,SHORT,171.41425,175.69960625,162.8435375,175.78745605312497,175.69960625,STOP_LOSS,1,-2.5512499999999765,0.15,-2.7012499999999764,-2.7012499999999764,VIYASH.BO,BSE,Viyash Scientific
2025-01-13,2025-01-14,2025-01-14,SHORT,120.88952194976807,123.91175999851225,114.84504585227965,123.9737158785115,123.91175999851225,STOP_LOSS,1,-2.5512499999999783,0.15,-2.701249999999978,-2.701249999999978,ZEEL.BO,BSE,Zee Entertainment
2025-01-13,2025-01-14,2025-01-14,SHORT,120.13989694976807,123.14339437351227,114.13290210227966,123.20496607069902,123.14339437351227,STOP_LOSS,1,-2.5512499999999876,0.15,-2.7012499999999875,-2.7012499999999875,ZEEL.NS,NSE,Zee Entertainment Enterprises Limited
2025-01-10,2025-01-13,2025-01-16,SHORT,97.95100000000001,100.399775,93.05345,100.4499748875,100.399775,STOP_LOSS,4,-2.5512499999999974,0.15,-2.7012499999999973,-2.7012499999999973,PNB.NS,NSE,Punjab National Bank
2025-01-20,2025-01-21,2025-01-21,LONG,86.54325,84.37966875,90.8704125,84.337478915625,84.37966875,STOP_LOSS,1,-2.548750000000002,0.15,-2.6987500000000018,-2.6987500000000018,IDBI.NS,NSE,IDBI Bank Limited
2025-01-17,2025-01-21,2025-01-22,SHORT,1819.0900000000001,1864.56725,1728.1355,1865.499533625,1864.56725,STOP_LOSS,2,-2.5512499999999867,0.15,-2.7012499999999866,-2.7012499999999866,500209.BO,BSE,Infosys
2025-01-14,2025-01-15,2025-01-22,SHORT,31.044469466209414,31.820581202864645,29.49224599289894,29.50699211589539,29.49224599289894,TARGET,6,4.952500000000009,0.15,4.802500000000008,4.802500000000008,TFCILTD.BO,BSE,Tourism Finance Corporation of India
2025-01-14,2025-01-15,2025-01-22,SHORT,31.18240095424652,31.96196097810268,29.623280906534195,29.638092546987462,29.623280906534195,TARGET,6,4.9525000000000015,0.15,4.802500000000001,4.802500000000001,TFCILTD.NS,NSE,Tourism Finance Corporation of India Limited
2025-01-27,2025-01-28,2025-01-28,SHORT,144.177875,147.78232187499998,136.96898124999998,147.85621303593746,147.78232187499998,STOP_LOSS,1,-2.5512499999999707,0.15,-2.7012499999999706,-2.7012499999999706,SAMMAANCAP.BO,BSE,Sammaan Capital
2025-02-03,2025-02-04,2025-02-04,LONG,37.51875,36.580781249999994,39.394687499999996,36.562490859374996,36.580781249999994,STOP_LOSS,1,-2.548750000000002,0.15,-2.6987500000000018,-2.6987500000000018,UJJIVANSFB.BO,BSE,Ujjivan Small Finance Bank
2025-02-01,2025-02-03,2025-02-06,LONG,35.94796530532837,35.049266172695155,37.74536357059479,37.726490888809494,37.74536357059479,TARGET,4,4.947500000000016,0.15,4.797500000000015,4.797500000000015,UJJIVANSFB.NS,NSE,Ujjivan Small Finance Bank Limited
2025-02-12,2025-02-13,2025-02-13,SHORT,14.192899809360505,14.547722304594515,13.483254818892478,14.554996165746811,14.547722304594515,STOP_LOSS,1,-2.5512499999999756,0.15,-2.7012499999999755,-2.7012499999999755,CUPID.BO,BSE,Cupid
2025-02-12,2025-02-13,2025-02-13,SHORT,14.022984733104707,14.373559351432323,13.32183549644947,14.380746131108038,14.373559351432323,STOP_LOSS,1,-2.551249999999984,0.15,-2.701249999999984,-2.701249999999984,CUPID.NS,NSE,Cupid Limited
2025-02-10,2025-02-11,2025-02-17,SHORT,428.5855877990723,439.30022749404907,407.15630840911865,407.3598865633232,407.15630840911865,TARGET,5,4.952500000000014,0.15,4.8025000000000135,4.8025000000000135,ITC.NS,NSE,ITC Limited
2025-02-14,2025-02-17,2025-02-19,SHORT,71.56419847488404,73.35330343675614,67.98598855113983,73.38998008847452,73.35330343675614,STOP_LOSS,3,-2.55125,0.15,-2.70125,-2.70125,IDBI.NS,NSE,IDBI Bank Limited
2025-02-14,2025-02-17,2025-02-19,SHORT,412.74353720092773,423.0621256309509,392.10636034088134,423.2736566937663,423.0621256309509,STOP_LOSS,3,-2.551249999999982,0.15,-2.7012499999999817,-2.7012499999999817,VEDL.BO,BSE,Vedanta
2025-02-14,2025-02-17,2025-02-19,SHORT,413.1433311004639,423.47191437797545,392.4861645454407,423.68365033516443,423.47191437797545,STOP_LOSS,3,-2.5512499999999836,0.15,-2.7012499999999835,-2.7012499999999835,VEDL.NS,NSE,Vedanta Limited
2025-02-17,2025-02-18,2025-02-21,SHORT,32.0739551525116,32.875804031324385,30.47025739488602,32.892241933340046,32.875804031324385,STOP_LOSS,4,-2.551249999999975,0.15,-2.701249999999975,-2.701249999999975,UJJIVANSFB.BO,BSE,Ujjivan Small Finance Bank
2025-02-17,2025-02-18,2025-02-21,SHORT,32.13392652511597,32.93727468824386,30.527230198860167,32.95374332558798,32.93727468824386,STOP_LOSS,4,-2.5512499999999707,0.15,-2.7012499999999706,-2.7012499999999706,UJJIVANSFB.NS,NSE,Ujjivan Small Finance Bank Limited
2025-02-24,2025-02-25,2025-02-27,SHORT,218.79054389953615,224.26030749702454,207.85101670455933,207.9549422129116,207.85101670455933,TARGET,2,4.952500000000013,0.15,4.802500000000013,4.802500000000013,EPL.BO,BSE,EPL
2025-02-17,2025-02-18,2025-02-28,SHORT,103.89802194976807,106.49547249851226,98.70312085227965,98.75247241270579,98.70312085227965,TARGET,8,4.952500000000016,0.15,4.802500000000015,4.802500000000015,VMM.BO,BSE,Vishal Mega Mart
2025-02-17,2025-02-18,2025-02-28,SHORT,103.74810305023193,106.34180562648773,98.56069789772033,98.60997824666919,98.56069789772033,TARGET,8,4.9525000000000095,0.15,4.802500000000009,4.802500000000009,VMM.NS,NSE,Vishal Mega Mart Limited
2025-02-28,2025-03-03,2025-03-03,SHORT,152.72360305023193,156.5416931264877,145.08742289772033,145.15996660916917,145.08742289772033,TARGET,1,4.952500000000012,0.15,4.802500000000012,4.802500000000012,INOXWIND.BO,BSE,Inox Wind
2025-02-28,2025-03-03,2025-03-03,SHORT,151.32429389953614,155.10740124702454,143.75807920455932,143.8299582441616,143.75807920455932,TARGET,1,4.952500000000018,0.15,4.802500000000018,4.802500000000018,INOXWIND.NS,NSE,Inox Wind Limited
2025-03-03,2025-03-04,2025-03-05,LONG,25.712850763320922,25.0700294942379,26.99849330148697,25.05749447949078,25.0700294942379,STOP_LOSS,2,-2.548749999999996,0.15,-2.698749999999996,-2.698749999999996,SHUKRAPHAR.BO,BSE,Shukra Pharmaceuticals
2025-03-17,2025-03-18,2025-03-19,SHORT,82.60867652511597,84.67389343824387,78.47824269886017,84.71623038496298,84.67389343824387,STOP_LOSS,2,-2.551249999999994,0.15,-2.7012499999999937,-2.7012499999999937,SBFC.BO,BSE,SBFC Finance
2025-03-19,2025-03-20,2025-03-25,LONG,877.4385,855.5025374999999,921.310425,920.8497697875,921.310425,TARGET,4,4.947500000000004,0.15,4.797500000000004,4.797500000000004,HDFCBANK.NS,NSE,HDFC Bank Limited
2025-03-24,2025-03-25,2025-03-27,LONG,88.20408366394042,85.9989815723419,92.61428784713745,85.95598208155573,85.9989815723419,STOP_LOSS,3,-2.5487500000000116,0.15,-2.6987500000000115,-2.6987500000000115,SBFC.BO,BSE,SBFC Finance
2025-03-26,2025-03-27,2025-03-27,LONG,33.20659362602234,32.37642878537178,34.86692330732346,32.360240570979094,32.37642878537178,STOP_LOSS,1,-2.5487500000000023,0.15,-2.698750000000002,-2.698750000000002,TFCILTD.BO,BSE,Tourism Finance Corporation of India
2025-03-26,2025-03-27,2025-03-27,LONG,33.0165,32.1910875,34.667325000000005,32.174991956250004,32.1910875,STOP_LOSS,1,-2.54874999999999,0.15,-2.6987499999999898,-2.6987499999999898,TFCILTD.NS,NSE,Tourism Finance Corporation of India Limited
2025-03-26,2025-03-27,2025-03-28,SHORT,204.147875,209.25157187499997,193.94048124999998,209.35619766093745,209.25157187499997,STOP_LOSS,2,-2.551249999999978,0.15,-2.7012499999999777,-2.7012499999999777,ETERNAL.BO,BSE,Eternal
2025-04-04,2025-04-07,2025-04-07,SHORT,183.72809732055666,188.32129975357057,174.54169245452883,188.41546040344736,188.32129975357057,STOP_LOSS,1,-2.551249999999998,0.15,-2.7012499999999977,-2.7012499999999977,HINDCOPPER.NS,NSE,Hindustan Copper Limited
2025-04-04,2025-04-07,2025-04-07,SHORT,71.66414694976807,73.45575062351226,68.08093960227966,73.49247849882401,73.45575062351226,STOP_LOSS,1,-2.5512499999999836,0.15,-2.7012499999999835,-2.7012499999999835,MOTHERSON.BO,BSE,Samvardhana Motherson International
2025-04-04,2025-04-07,2025-04-07,SHORT,73.30332633972168,75.13590949821472,69.63816002273559,75.17347745296382,75.13590949821472,STOP_LOSS,1,-2.5512499999999934,0.15,-2.7012499999999933,-2.7012499999999933,MOTHERSON.NS,NSE,Samvardhana Motherson International Limited
2025-03-20,2025-03-21,2025-04-07,LONG,114.05699999999999,111.20557499999998,119.75984999999999,111.14997221249999,111.20557499999998,STOP_LOSS,11,-2.548749999999999,0.15,-2.698749999999999,-2.698749999999999,SAIL.NS,NSE,Steel Authority of India Limited
2025-04-07,2025-04-08,2025-04-08,SHORT,164.86752194976808,168.98920999851225,156.62414585227967,156.7024579252058,156.62414585227967,TARGET,1,4.952500000000003,0.15,4.802500000000003,4.802500000000003,CGCL.BO,BSE,Capri Global Capital
2025-04-07,2025-04-08,2025-04-08,SHORT,541.6290744018555,555.1698012619019,514.5476206817627,555.4473861625328,555.1698012619019,STOP_LOSS,1,-2.551249999999986,0.15,-2.7012499999999857,-2.7012499999999857,ICICIPRULI.BO,BSE,ICICI Prudential Life Insurance
2025-04-07,2025-04-08,2025-04-08,SHORT,389.00541220092776,398.73054750595094,369.55514159088136,369.73991916167677,369.55514159088136,TARGET,1,4.952500000000013,0.15,4.802500000000013,4.802500000000013,VEDL.BO,BSE,Vedanta
2025-04-08,2025-04-09,2025-04-09,SHORT,191.10439694976807,195.88200687351227,181.54917710227966,195.979947876949,195.88200687351227,STOP_LOSS,1,-2.55124999999999,0.15,-2.7012499999999897,-2.7012499999999897,HINDCOPPER.BO,BSE,Hindustan Copper
2025-04-07,2025-04-08,2025-04-11,SHORT,1177.2610505981445,1206.692576863098,1118.3979980682373,1207.2959231515297,1206.692576863098,STOP_LOSS,3,-2.5512500000000022,0.15,-2.701250000000002,-2.701250000000002,500325.BO,BSE,Reliance Industries
2025-04-08,2025-04-09,2025-04-11,SHORT,61.47924332237244,63.01622440543174,58.405281156253814,63.04773251763446,63.01622440543174,STOP_LOSS,2,-2.551249999999985,0.15,-2.701249999999985,-2.701249999999985,NMDC.BO,BSE,NMDC
2025-04-08,2025-04-09,2025-04-11,SHORT,61.53921469497681,63.077695062351225,58.46225396022797,63.1092339098824,63.077695062351225,STOP_LOSS,2,-2.5512499999999823,0.15,-2.701249999999982,-2.701249999999982,NMDC.NS,NSE,NMDC Limited
2025-04-07,2025-04-08,2025-04-15,SHORT,387.2562872009278,396.9376943809509,367.8934728408814,397.13616322814136,396.9376943809509,STOP_LOSS,4,-2.551249999999978,0.15,-2.7012499999999777,-2.7012499999999777,VEDL.NS,NSE,Vedanta Limited
2025-04-17,2025-04-21,2025-04-21,LONG,14.96948089313507,14.595243870806694,15.717954937791825,14.587946248871292,14.595243870806694,STOP_LOSS,1,-2.54874999999999,0.15,-2.6987499999999898,-2.6987499999999898,CUPID.BO,BSE,Cupid
2025-04-17,2025-04-21,2025-04-21,LONG,15.195593725204468,14.815703882074356,15.955373411464691,14.80829603013332,14.815703882074356,STOP_LOSS,1,-2.548749999999991,0.15,-2.698749999999991,-2.698749999999991,CUPID.NS,NSE,Cupid Limited
2025-04-17,2025-04-21,2025-04-23,LONG,109.77486122131347,107.03048969078063,115.26360428237915,115.20597248023796,115.26360428237915,TARGET,3,4.947500000000004,0.15,4.797500000000004,4.797500000000004,ASHOKLEY.NS,NSE,Ashok Leyland Limited
2025-04-21,2025-04-22,2025-04-23,LONG,607.2534872131347,592.0721500328063,637.6161615737915,591.77611395779,592.0721500328063,STOP_LOSS,2,-2.548749999999984,0.15,-2.698749999999984,-2.698749999999984,ICICIPRULI.BO,BSE,ICICI Prudential Life Insurance
2025-04-16,2025-04-17,2025-04-23,LONG,242.871375,236.799590625,255.01494375000001,254.88743627812502,255.01494375000001,TARGET,4,4.947500000000009,0.15,4.797500000000008,4.797500000000008,JIOFIN.BO,BSE,Jio Financial Services
2025-04-16,2025-04-17,2025-04-23,LONG,243.06147244262695,236.98493563156129,255.2145460647583,255.08693879172594,255.2145460647583,TARGET,4,4.94750000000001,0.15,4.797500000000009,4.797500000000009,JIOFIN.NS,NSE,Jio Financial Services Limited
2025-04-21,2025-04-22,2025-04-23,LONG,51.525749999999995,50.23760624999999,54.102037499999994,50.212487446874995,50.23760624999999,STOP_LOSS,2,-2.5487500000000005,0.15,-2.6987500000000004,-2.6987500000000004,MAHABANK.BO,BSE,Bank of Maharashtra
2025-04-21,2025-04-22,2025-04-23,LONG,51.62579847335815,50.3351535115242,54.20708839702606,50.309985934768434,50.3351535115242,STOP_LOSS,2,-2.5487500000000036,0.15,-2.6987500000000035,-2.6987500000000035,MAHABANK.NS,NSE,Bank of Maharashtra
2025-04-21,2025-04-22,2025-04-23,LONG,436.3180561065674,425.4101047039032,458.1339589118958,425.1973996515513,425.4101047039032,STOP_LOSS,2,-2.5487499999999925,0.15,-2.6987499999999924,-2.6987499999999924,PFC.BO,BSE,Power Finance Corporation
